obj_key,состояние площадки,Площадь,Генпроектировщик,Генподрядчик,Кол-во рабочих,date_report
022-0522,Не передана,13260.0,35,24,,2023.05.09
022-0355,Передана под снос (для объектов сноса),,1,2,,2023.05.09
022-0525,Не передана,9900.0,0,0,,2023.05.09
022-0523,,27225.0,0,0,,2023.05.09
023-0093,Не передана,17000.0,0,0,,2023.05.09
023-0089,Не передана,7500.0,0,0,,2023.05.09
022-0524,Занята,6800.0,0,0,,2023.05.09
022-0528,Занята,12225.0,0,0,,2023.05.09
022-0354,Занята,20271.0,17,13,,2023.05.09
022-0176,Не передана,17000.0,4,0,,2023.05.09
020-0720,"Свободна, передана",20164.69,9,6,80.0,2023.05.09
019-0429,"Свободна, передана",11410.0,11,7,97.0,2023.05.09
020-0155,"Свободна, не передана",16484.0,8,5,24.0,2023.05.09
019-0428,"Свободна, передана",9067.1,12,4,65.0,2023.05.09
019-0431,"Свободна, передана",19433.4,22,16,259.0,2023.05.09
019-0430,"Свободна, не передана",16094.4,23,15,,2023.05.09
020-0710,"Свободна, передана",8067.83,8,5,149.0,2023.05.09
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.05.09
019-0675,"Свободна, передана",8844.0,33,22,150.0,2023.05.09
020-0709,"Свободна, не передана",6848.84,27,1,57.0,2023.05.09
020-0683,"Свободна, не передана",7515.86,27,1,25.0,2023.05.09
021-0781,"Свободна, не передана",8226.4,2,0,,2023.05.09
021-0048,"Свободна, не передана",10320.0,6,0,,2023.05.09
020-0711,"Свободна, передана",7265.0,28,19,42.0,2023.05.09
019-0594,Занята,17488.0,1,2,,2023.05.09
020-0156,Занята,13288.0,21,15,,2023.05.09
019-0676,"Свободна, не передана",6291.0,29,20,110.0,2023.05.09
019-0674,Занята,9030.0,6,0,,2023.05.09
020-0157,Занята,7243.9,30,7,60.0,2023.05.09
017-0527,Занята,14784.0,8,5,,2023.05.09
023-0091,,17000.0,0,0,,2023.05.10
022-0170,"Свободна, передана",16402.54,1,2,530.0,2023.05.10
022-0526,Занята,18100.0,0,0,,2023.05.10
022-0527,Не передана,9850.0,34,23,,2023.05.10
022-0522,Не передана,13260.0,35,24,,2023.05.10
022-0355,Передана под снос (для объектов сноса),,1,2,,2023.05.10
022-0525,Не передана,9900.0,0,0,,2023.05.10
022-0523,,27225.0,0,0,,2023.05.10
023-0093,Не передана,17000.0,0,0,,2023.05.10
023-0089,Не передана,7500.0,0,0,,2023.05.10
022-0524,Занята,6800.0,0,0,,2023.05.10
022-0528,Занята,12225.0,0,0,,2023.05.10
022-0354,Занята,20271.0,17,13,,2023.05.10
022-0176,Не передана,17000.0,4,0,,2023.05.10
020-0720,"Свободна, передана",20164.69,9,6,49.0,2023.05.10
019-0429,"Свободна, передана",11410.0,11,7,111.0,2023.05.10
020-0155,"Свободна, не передана",16484.0,8,5,20.0,2023.05.10
019-0428,"Свободна, передана",9067.1,12,4,65.0,2023.05.10
019-0431,"Свободна, передана",19433.4,22,16,272.0,2023.05.10
019-0430,"Свободна, не передана",16094.4,23,15,,2023.05.10
020-0710,"Свободна, передана",8067.83,8,5,142.0,2023.05.10
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.05.10
019-0675,"Свободна, передана",8844.0,33,22,128.0,2023.05.10
020-0709,"Свободна, не передана",6848.84,27,1,29.0,2023.05.10
020-0683,"Свободна, не передана",7515.86,27,1,34.0,2023.05.10
021-0781,"Свободна, не передана",8226.4,2,0,,2023.05.10
021-0048,"Свободна, не передана",10320.0,6,0,,2023.05.10
020-0711,"Свободна, передана",7265.0,28,19,43.0,2023.05.10
019-0594,Занята,17488.0,1,2,,2023.05.10
020-0156,Занята,13288.0,21,15,,2023.05.10
019-0676,"Свободна, не передана",6291.0,29,20,153.0,2023.05.10
019-0674,Занята,9030.0,6,0,,2023.05.10
020-0157,Занята,7243.9,30,7,55.0,2023.05.10
017-0527,Занята,14784.0,8,5,,2023.05.10
023-0091,,17000.0,0,0,,2023.05.11
022-0170,"Свободна, передана",16402.54,1,2,530.0,2023.05.11
022-0526,Занята,18100.0,0,0,,2023.05.11
022-0527,Не передана,9850.0,34,23,,2023.05.11
022-0522,Не передана,13260.0,35,24,,2023.05.11
022-0355,Передана под снос (для объектов сноса),,1,2,,2023.05.11
022-0525,Не передана,9900.0,0,0,,2023.05.11
022-0523,,27225.0,0,0,,2023.05.11
023-0093,Не передана,17000.0,0,0,,2023.05.11
023-0089,Не передана,7500.0,0,0,,2023.05.11
022-0524,Занята,6800.0,0,0,,2023.05.11
022-0528,Занята,12225.0,0,0,,2023.05.11
022-0354,Занята,20271.0,17,13,,2023.05.11
022-0176,Не передана,17000.0,4,0,,2023.05.11
020-0720,"Свободна, передана",20164.69,9,6,49.0,2023.05.11
019-0429,"Свободна, передана",11410.0,11,7,111.0,2023.05.11
020-0155,"Свободна, не передана",16484.0,8,5,20.0,2023.05.11
019-0428,"Свободна, передана",9067.1,12,4,65.0,2023.05.11
019-0431,"Свободна, передана",19433.4,22,16,272.0,2023.05.11
019-0430,"Свободна, не передана",16094.4,23,15,,2023.05.11
020-0710,"Свободна, передана",8067.83,8,5,142.0,2023.05.11
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.05.11
019-0675,"Свободна, передана",8844.0,33,22,128.0,2023.05.11
020-0709,"Свободна, не передана",6848.84,27,1,29.0,2023.05.11
020-0683,"Свободна, не передана",7515.86,27,1,34.0,2023.05.11
021-0781,"Свободна, не передана",8226.4,2,0,,2023.05.11
021-0048,"Свободна, не передана",10320.0,6,0,,2023.05.11
020-0711,"Свободна, передана",7265.0,28,19,43.0,2023.05.11
019-0594,Занята,17488.0,1,2,,2023.05.11
020-0156,Занята,13288.0,21,15,,2023.05.11
019-0676,"Свободна, не передана",6291.0,29,20,153.0,2023.05.11
019-0674,Занята,9030.0,6,0,,2023.05.11
020-0157,Занята,7243.9,30,7,55.0,2023.05.11
017-0527,Занята,14784.0,8,5,,2023.05.11
023-0091,,17000.0,0,0,,2023.05.12
022-0170,"Свободна, передана",16402.54,1,2,530.0,2023.05.12
022-0526,Занята,18100.0,0,0,,2023.05.12
022-0527,Не передана,9850.0,34,23,,2023.05.12
022-0522,Не передана,13260.0,35,24,,2023.05.12
022-0355,Передана под снос (для объектов сноса),,1,2,,2023.05.12
022-0525,Не передана,9900.0,0,0,,2023.05.12
022-0523,,27225.0,0,0,,2023.05.12
023-0093,Не передана,17000.0,0,0,,2023.05.12
023-0089,Не передана,7500.0,0,0,,2023.05.12
022-0524,Занята,6800.0,0,0,,2023.05.12
022-0528,Занята,12225.0,0,0,,2023.05.12
022-0354,Занята,20271.0,17,13,,2023.05.12
022-0176,Не передана,17000.0,4,0,,2023.05.12
020-0720,"Свободна, передана",20164.69,9,6,49.0,2023.05.12
019-0429,"Свободна, передана",11410.0,11,7,111.0,2023.05.12
020-0155,"Свободна, не передана",16484.0,8,5,20.0,2023.05.12
019-0428,"Свободна, передана",9067.1,12,4,65.0,2023.05.12
019-0431,"Свободна, передана",19433.4,22,16,272.0,2023.05.12
019-0430,"Свободна, не передана",16094.4,23,15,,2023.05.12
020-0710,"Свободна, передана",8067.83,8,5,142.0,2023.05.12
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.05.12
019-0675,"Свободна, передана",8844.0,33,22,128.0,2023.05.12
020-0709,"Свободна, не передана",6848.84,27,1,29.0,2023.05.12
020-0683,"Свободна, не передана",7515.86,27,1,34.0,2023.05.12
021-0781,"Свободна, не передана",8226.4,2,0,,2023.05.12
021-0048,"Свободна, не передана",10320.0,6,0,,2023.05.12
020-0711,"Свободна, передана",7265.0,28,19,43.0,2023.05.12
019-0594,Занята,17488.0,1,2,,2023.05.12
020-0156,Занята,13288.0,21,15,,2023.05.12
019-0676,"Свободна, не передана",6291.0,29,20,153.0,2023.05.12
019-0674,Занята,9030.0,6,0,,2023.05.12
020-0157,Занята,7243.9,30,7,55.0,2023.05.12
017-0527,Занята,14784.0,8,5,,2023.05.12
023-0091,,17000.0,0,0,,2023.05.14
022-0170,"Свободна, передана",16402.54,1,2,530.0,2023.05.14
022-0526,Занята,18100.0,0,0,,2023.05.14
022-0527,Не передана,9850.0,34,23,,2023.05.14
022-0522,Не передана,13260.0,35,24,,2023.05.14
022-0355,Передана под снос (для объектов сноса),,1,2,,2023.05.14
022-0525,Не передана,9900.0,0,0,,2023.05.14
022-0523,,27225.0,0,0,,2023.05.14
023-0093,Не передана,17000.0,0,0,,2023.05.14
023-0089,Не передана,7500.0,0,0,,2023.05.14
022-0524,Занята,6800.0,0,0,,2023.05.14
022-0528,Занята,12225.0,0,0,,2023.05.14
022-0354,Занята,20271.0,17,13,,2023.05.14
022-0176,Не передана,17000.0,4,0,,2023.05.14
020-0720,"Свободна, передана",20164.69,9,6,49.0,2023.05.14
019-0429,"Свободна, передана",11410.0,11,7,111.0,2023.05.14
020-0155,"Свободна, не передана",16484.0,8,5,20.0,2023.05.14
019-0428,"Свободна, передана",9067.1,12,4,65.0,2023.05.14
019-0431,"Свободна, передана",19433.4,22,16,272.0,2023.05.14
019-0430,"Свободна, не передана",16094.4,23,15,,2023.05.14
020-0710,"Свободна, передана",8067.83,8,5,142.0,2023.05.14
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.05.14
019-0675,"Свободна, передана",8844.0,33,22,128.0,2023.05.14
020-0709,"Свободна, не передана",6848.84,27,1,29.0,2023.05.14
020-0683,"Свободна, не передана",7515.86,27,1,34.0,2023.05.14
021-0781,"Свободна, не передана",8226.4,2,0,,2023.05.14
021-0048,"Свободна, не передана",10320.0,6,0,,2023.05.14
020-0711,"Свободна, передана",7265.0,28,19,43.0,2023.05.14
019-0594,Занята,17488.0,1,2,,2023.05.14
020-0156,Занята,13288.0,21,15,,2023.05.14
019-0676,"Свободна, не передана",6291.0,29,20,153.0,2023.05.14
019-0674,Занята,9030.0,6,0,,2023.05.14
020-0157,Занята,7243.9,30,7,55.0,2023.05.14
017-0527,Занята,14784.0,8,5,,2023.05.14
023-0091,,17000.0,0,0,,2023.05.15
022-0170,"Свободна, передана",16402.54,1,2,530.0,2023.05.15
022-0526,Занята,18100.0,0,0,,2023.05.15
022-0527,Не передана,9850.0,34,23,,2023.05.15
022-0522,Не передана,13260.0,35,24,,2023.05.15
022-0355,Передана под снос (для объектов сноса),,1,2,,2023.05.15
022-0525,Не передана,9900.0,0,0,,2023.05.15
022-0523,,27225.0,0,0,,2023.05.15
023-0093,Не передана,17000.0,0,0,,2023.05.15
023-0089,Не передана,7500.0,0,0,,2023.05.15
022-0524,Занята,6800.0,0,0,,2023.05.15
022-0528,Занята,12225.0,0,0,,2023.05.15
022-0354,Занята,20271.0,17,13,,2023.05.15
022-0176,Не передана,17000.0,4,0,,2023.05.15
020-0720,"Свободна, передана",20164.69,9,6,98.0,2023.05.15
019-0429,"Свободна, передана",11410.0,11,7,105.0,2023.05.15
020-0155,"Свободна, не передана",16484.0,8,5,20.0,2023.05.15
019-0428,"Свободна, передана",9067.1,12,4,66.0,2023.05.15
019-0431,"Свободна, передана",19433.4,22,16,264.0,2023.05.15
019-0430,"Свободна, не передана",16094.4,23,15,,2023.05.15
020-0710,"Свободна, передана",8067.83,8,5,143.0,2023.05.15
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.05.15
019-0675,"Свободна, передана",8844.0,33,22,129.0,2023.05.15
020-0709,"Свободна, не передана",6848.84,27,1,29.0,2023.05.15
020-0683,"Свободна, не передана",7515.86,27,1,42.0,2023.05.15
021-0781,"Свободна, не передана",8226.4,2,0,,2023.05.15
021-0048,"Свободна, не передана",10320.0,6,0,,2023.05.15
020-0711,"Свободна, передана",7265.0,28,19,42.0,2023.05.15
019-0594,Занята,17488.0,1,2,,2023.05.15
020-0156,Занята,13288.0,21,15,,2023.05.15
019-0676,"Свободна, не передана",6291.0,29,20,153.0,2023.05.15
019-0674,Занята,9030.0,6,0,,2023.05.15
020-0157,Занята,7243.9,30,7,55.0,2023.05.15
017-0527,Занята,14784.0,8,5,,2023.05.15
023-0091,,17000.0,0,0,,2023.05.16
022-0170,"Свободна, передана",16402.54,1,2,530.0,2023.05.16
022-0526,Занята,18100.0,0,0,,2023.05.16
022-0527,Не передана,9850.0,34,23,,2023.05.16
022-0522,Не передана,13260.0,35,24,,2023.05.16
022-0355,Передана под снос (для объектов сноса),,1,2,,2023.05.16
022-0525,Не передана,9900.0,0,0,,2023.05.16
022-0523,,27225.0,0,0,,2023.05.16
023-0093,Не передана,17000.0,0,0,,2023.05.16
023-0089,Не передана,7500.0,0,0,,2023.05.16
022-0524,Занята,6800.0,0,0,,2023.05.16
022-0528,Занята,12225.0,0,0,,2023.05.16
022-0354,Занята,20271.0,17,13,,2023.05.16
022-0176,Не передана,17000.0,4,0,,2023.05.16
020-0720,"Свободна, передана",20164.69,9,6,98.0,2023.05.16
019-0429,"Свободна, передана",11410.0,11,7,103.0,2023.05.16
020-0155,"Свободна, не передана",16484.0,8,5,20.0,2023.05.16
019-0428,"Свободна, передана",9067.1,12,4,60.0,2023.05.16
019-0431,"Свободна, передана",19433.4,22,16,264.0,2023.05.16
019-0430,"Свободна, не передана",16094.4,23,15,,2023.05.16
020-0710,"Свободна, передана",8067.83,8,5,143.0,2023.05.16
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.05.16
019-0675,"Свободна, передана",8844.0,33,22,129.0,2023.05.16
020-0709,"Свободна, не передана",6848.84,27,1,29.0,2023.05.16
020-0683,"Свободна, не передана",7515.86,27,1,42.0,2023.05.16
021-0781,"Свободна, не передана",8226.4,2,0,,2023.05.16
021-0048,"Свободна, не передана",10320.0,6,0,,2023.05.16
020-0711,"Свободна, передана",7265.0,28,19,42.0,2023.05.16
019-0594,Занята,17488.0,1,2,,2023.05.16
020-0156,Занята,13288.0,21,15,,2023.05.16
019-0676,"Свободна, не передана",6291.0,29,20,153.0,2023.05.16
019-0674,Занята,9030.0,6,0,,2023.05.16
020-0157,Занята,7243.9,30,7,55.0,2023.05.16
017-0527,Занята,14784.0,8,5,,2023.05.16
023-0091,,17000.0,0,0,,2023.05.17
022-0170,"Свободна, передана",16402.54,1,2,489.0,2023.05.17
022-0526,Занята,18100.0,0,0,,2023.05.17
022-0527,Не передана,9850.0,34,23,,2023.05.17
022-0522,Не передана,13260.0,35,24,,2023.05.17
022-0355,Передана под снос (для объектов сноса),,1,2,5.0,2023.05.17
022-0525,Не передана,9900.0,0,0,,2023.05.17
022-0523,,27225.0,0,0,,2023.05.17
023-0093,Не передана,17000.0,0,0,,2023.05.17
023-0089,Не передана,7500.0,0,0,,2023.05.17
022-0524,Занята,6800.0,0,0,,2023.05.17
022-0528,Занята,12225.0,0,0,,2023.05.17
022-0354,Занята,20271.0,17,13,,2023.05.17
022-0176,Не передана,17000.0,4,0,,2023.05.17
020-0720,"Свободна, передана",20164.69,9,6,167.0,2023.05.17
019-0429,"Свободна, передана",11410.0,11,7,103.0,2023.05.17
020-0155,"Свободна, не передана",16484.0,8,5,41.0,2023.05.17
019-0428,"Свободна, передана",9067.1,12,4,60.0,2023.05.17
019-0431,"Свободна, передана",19433.4,22,16,308.0,2023.05.17
019-0430,"Свободна, не передана",16094.4,23,15,,2023.05.17
020-0710,"Свободна, передана",8067.83,8,5,156.0,2023.05.17
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.05.17
019-0675,"Свободна, передана",8844.0,33,22,145.0,2023.05.17
020-0709,"Свободна, не передана",6848.84,27,1,31.0,2023.05.17
020-0683,"Свободна, не передана",7515.86,27,1,42.0,2023.05.17
021-0781,"Свободна, не передана",8226.4,2,0,,2023.05.17
021-0048,"Свободна, не передана",10320.0,6,0,,2023.05.17
020-0711,"Свободна, передана",7265.0,28,19,42.0,2023.05.17
019-0594,Занята,17488.0,1,2,,2023.05.17
020-0156,Занята,13288.0,21,15,,2023.05.17
019-0676,"Свободна, не передана",6291.0,29,20,150.0,2023.05.17
019-0674,Занята,9030.0,6,0,,2023.05.17
020-0157,Занята,7243.9,30,7,56.0,2023.05.17
017-0527,Занята,14784.0,8,5,,2023.05.17
023-0091,,17000.0,0,0,,2023.05.18
022-0170,"Свободна, передана",16402.54,1,2,489.0,2023.05.18
022-0526,Занята,18100.0,0,0,,2023.05.18
022-0527,Не передана,9850.0,34,23,,2023.05.18
022-0522,Не передана,13260.0,35,24,,2023.05.18
022-0355,Передана под снос (для объектов сноса),,1,2,5.0,2023.05.18
022-0525,Не передана,9900.0,0,0,,2023.05.18
022-0523,,27225.0,0,0,,2023.05.18
023-0093,Не передана,17000.0,0,0,,2023.05.18
023-0089,Не передана,7500.0,0,0,,2023.05.18
022-0524,Занята,6800.0,0,0,,2023.05.18
022-0528,Занята,12225.0,0,0,,2023.05.18
022-0354,Занята,20271.0,17,13,,2023.05.18
022-0176,Не передана,17000.0,4,0,,2023.05.18
020-0720,"Свободна, передана",20164.69,9,6,167.0,2023.05.18
019-0429,"Свободна, передана",11410.0,11,7,103.0,2023.05.18
020-0155,"Свободна, не передана",16484.0,8,5,41.0,2023.05.18
019-0428,"Свободна, передана",9067.1,12,4,60.0,2023.05.18
019-0431,"Свободна, передана",19433.4,22,16,308.0,2023.05.18
019-0430,"Свободна, не передана",16094.4,23,15,,2023.05.18
020-0710,"Свободна, передана",8067.83,8,5,156.0,2023.05.18
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.05.18
019-0675,"Свободна, передана",8844.0,33,22,145.0,2023.05.18
020-0709,"Свободна, не передана",6848.84,27,1,31.0,2023.05.18
020-0683,"Свободна, не передана",7515.86,27,1,42.0,2023.05.18
021-0781,"Свободна, не передана",8226.4,2,0,,2023.05.18
021-0048,"Свободна, не передана",10320.0,6,0,,2023.05.18
020-0711,"Свободна, передана",7265.0,28,19,42.0,2023.05.18
019-0594,Занята,17488.0,1,2,,2023.05.18
020-0156,Занята,13288.0,21,15,,2023.05.18
019-0676,"Свободна, не передана",6291.0,29,20,150.0,2023.05.18
019-0674,Занята,9030.0,6,0,,2023.05.18
020-0157,Занята,7243.9,30,7,56.0,2023.05.18
017-0527,Занята,14784.0,8,5,,2023.05.18
023-0091,,17000.0,0,0,,2023.05.19
022-0170,"Свободна, передана",16402.54,1,2,489.0,2023.05.19
022-0526,Занята,18100.0,0,0,,2023.05.19
022-0527,Не передана,9850.0,34,23,,2023.05.19
022-0522,Не передана,13260.0,35,24,,2023.05.19
022-0355,Передана под снос (для объектов сноса),,1,2,5.0,2023.05.19
022-0525,Не передана,9900.0,0,0,,2023.05.19
022-0523,,27225.0,0,0,,2023.05.19
023-0093,Не передана,17000.0,0,0,,2023.05.19
023-0089,Не передана,7500.0,0,0,,2023.05.19
022-0524,Занята,6800.0,0,0,,2023.05.19
022-0528,Занята,12225.0,0,0,,2023.05.19
022-0354,Занята,20271.0,17,13,,2023.05.19
022-0176,Не передана,17000.0,4,0,,2023.05.19
020-0720,"Свободна, передана",20164.69,9,6,167.0,2023.05.19
019-0429,"Свободна, передана",11410.0,11,7,103.0,2023.05.19
020-0155,"Свободна, не передана",16484.0,8,5,41.0,2023.05.19
019-0428,"Свободна, передана",9067.1,12,4,60.0,2023.05.19
019-0431,"Свободна, передана",19433.4,22,16,308.0,2023.05.19
019-0430,"Свободна, не передана",16094.4,23,15,,2023.05.19
020-0710,"Свободна, передана",8067.83,8,5,156.0,2023.05.19
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.05.19
019-0675,"Свободна, передана",8844.0,33,22,145.0,2023.05.19
020-0709,"Свободна, не передана",6848.84,27,1,31.0,2023.05.19
020-0683,"Свободна, не передана",7515.86,27,1,42.0,2023.05.19
021-0781,"Свободна, не передана",8226.4,2,0,,2023.05.19
021-0048,"Свободна, не передана",10320.0,6,0,,2023.05.19
020-0711,"Свободна, передана",7265.0,28,19,42.0,2023.05.19
019-0594,Занята,17488.0,1,2,,2023.05.19
020-0156,Занята,13288.0,21,15,,2023.05.19
019-0676,"Свободна, не передана",6291.0,29,20,150.0,2023.05.19
019-0674,Занята,9030.0,6,0,,2023.05.19
020-0157,Занята,7243.9,30,7,56.0,2023.05.19
017-0527,Занята,14784.0,8,5,,2023.05.19
023-0091,,17000.0,0,0,,2023.05.21
022-0170,"Свободна, передана",16402.54,1,2,489.0,2023.05.21
022-0526,Занята,18100.0,0,0,,2023.05.21
022-0527,Не передана,9850.0,34,23,,2023.05.21
022-0522,Не передана,13260.0,35,24,,2023.05.21
022-0355,Передана под снос (для объектов сноса),,1,2,5.0,2023.05.21
022-0525,Не передана,9900.0,0,0,,2023.05.21
022-0523,,27225.0,0,0,,2023.05.21
023-0093,Не передана,17000.0,0,0,,2023.05.21
023-0089,Не передана,7500.0,0,0,,2023.05.21
022-0524,Занята,6800.0,0,0,,2023.05.21
022-0528,Занята,12225.0,0,0,,2023.05.21
022-0354,Занята,20271.0,17,13,,2023.05.21
022-0176,Не передана,17000.0,4,0,,2023.05.21
020-0720,"Свободна, передана",20164.69,9,6,167.0,2023.05.21
019-0429,"Свободна, передана",11410.0,11,7,103.0,2023.05.21
020-0155,"Свободна, не передана",16484.0,8,5,41.0,2023.05.21
019-0428,"Свободна, передана",9067.1,12,4,60.0,2023.05.21
019-0431,"Свободна, передана",19433.4,22,16,308.0,2023.05.21
019-0430,"Свободна, не передана",16094.4,23,15,,2023.05.21
020-0710,"Свободна, передана",8067.83,8,5,156.0,2023.05.21
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.05.21
019-0675,"Свободна, передана",8844.0,33,22,145.0,2023.05.21
020-0709,"Свободна, не передана",6848.84,27,1,31.0,2023.05.21
020-0683,"Свободна, не передана",7515.86,27,1,42.0,2023.05.21
021-0781,"Свободна, не передана",8226.4,2,0,,2023.05.21
021-0048,"Свободна, не передана",10320.0,6,0,,2023.05.21
020-0711,"Свободна, передана",7265.0,28,19,42.0,2023.05.21
019-0594,Занята,17488.0,1,2,,2023.05.21
020-0156,Занята,13288.0,21,15,,2023.05.21
019-0676,"Свободна, не передана",6291.0,29,20,150.0,2023.05.21
019-0674,Занята,9030.0,6,0,,2023.05.21
020-0157,Занята,7243.9,30,7,56.0,2023.05.21
017-0527,Занята,14784.0,8,5,,2023.05.21
023-0091,,17000.0,0,0,,2023.05.22
022-0170,"Свободна, передана",16402.54,1,2,489.0,2023.05.22
022-0526,Занята,18100.0,0,0,,2023.05.22
022-0527,Не передана,9850.0,34,23,,2023.05.22
022-0522,Не передана,13260.0,35,24,,2023.05.22
022-0355,Передана под снос (для объектов сноса),,1,2,5.0,2023.05.22
022-0525,Не передана,9900.0,0,0,,2023.05.22
022-0523,,27225.0,0,0,,2023.05.22
023-0093,Не передана,17000.0,0,0,,2023.05.22
023-0089,Не передана,7500.0,0,0,,2023.05.22
022-0524,Занята,6800.0,0,0,,2023.05.22
022-0528,Занята,12225.0,0,0,,2023.05.22
022-0354,Занята,20271.0,17,13,,2023.05.22
022-0176,Не передана,17000.0,4,0,,2023.05.22
020-0720,"Свободна, передана",20164.69,9,6,213.0,2023.05.22
019-0429,"Свободна, передана",11410.0,11,7,103.0,2023.05.22
020-0155,"Свободна, не передана",16484.0,8,5,41.0,2023.05.22
019-0428,"Свободна, передана",9067.1,12,4,60.0,2023.05.22
019-0431,"Свободна, передана",19433.4,22,16,293.0,2023.05.22
019-0430,"Свободна, не передана",16094.4,23,15,,2023.05.22
020-0710,"Свободна, передана",8067.83,8,5,157.0,2023.05.22
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.05.22
019-0675,"Свободна, передана",8844.0,33,22,146.0,2023.05.22
020-0709,"Свободна, не передана",6848.84,27,1,31.0,2023.05.22
020-0683,"Свободна, не передана",7515.86,27,1,41.0,2023.05.22
021-0781,"Свободна, не передана",8226.4,2,0,,2023.05.22
021-0048,"Свободна, не передана",10320.0,6,0,,2023.05.22
020-0711,"Свободна, передана",7265.0,28,19,43.0,2023.05.22
019-0594,Занята,17488.0,1,2,,2023.05.22
020-0156,Занята,13288.0,21,15,,2023.05.22
019-0676,"Свободна, не передана",6291.0,29,20,150.0,2023.05.22
019-0674,Занята,9030.0,6,0,,2023.05.22
020-0157,Занята,7243.9,30,7,56.0,2023.05.22
017-0527,Занята,14784.0,8,5,,2023.05.22
023-0091,,17000.0,0,0,,2023.05.23
022-0170,"Свободна, передана",16402.54,1,2,489.0,2023.05.23
022-0526,Занята,18100.0,0,0,,2023.05.23
022-0527,Не передана,9850.0,34,23,,2023.05.23
022-0522,Не передана,13260.0,35,24,,2023.05.23
022-0355,Передана под снос (для объектов сноса),,1,2,5.0,2023.05.23
022-0525,Не передана,9900.0,0,0,,2023.05.23
022-0523,,27225.0,0,0,,2023.05.23
023-0093,Не передана,17000.0,0,0,,2023.05.23
023-0089,Не передана,7500.0,0,0,,2023.05.23
022-0524,Занята,6800.0,0,0,,2023.05.23
022-0528,Занята,12225.0,0,0,,2023.05.23
022-0354,Занята,20271.0,17,13,,2023.05.23
022-0176,Не передана,17000.0,4,0,,2023.05.23
020-0720,"Свободна, передана",20164.69,9,6,213.0,2023.05.23
019-0429,"Свободна, передана",11410.0,11,7,103.0,2023.05.23
020-0155,"Свободна, не передана",16484.0,8,5,41.0,2023.05.23
019-0428,"Свободна, передана",9067.1,12,4,60.0,2023.05.23
019-0431,"Свободна, передана",19433.4,22,16,293.0,2023.05.23
019-0430,"Свободна, не передана",16094.4,23,15,,2023.05.23
020-0710,"Свободна, передана",8067.83,8,5,157.0,2023.05.23
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.05.23
019-0675,"Свободна, передана",8844.0,33,22,146.0,2023.05.23
020-0709,"Свободна, не передана",6848.84,27,1,31.0,2023.05.23
020-0683,"Свободна, не передана",7515.86,27,1,41.0,2023.05.23
021-0781,"Свободна, не передана",8226.4,2,0,,2023.05.23
021-0048,"Свободна, не передана",10320.0,6,0,,2023.05.23
020-0711,"Свободна, передана",7265.0,28,19,43.0,2023.05.23
019-0594,Занята,17488.0,1,2,,2023.05.23
020-0156,Занята,13288.0,21,15,,2023.05.23
019-0676,"Свободна, не передана",6291.0,29,20,150.0,2023.05.23
019-0674,Занята,9030.0,6,0,,2023.05.23
020-0157,Занята,7243.9,30,7,56.0,2023.05.23
017-0527,Занята,14784.0,8,5,,2023.05.23
023-0091,,17000.0,0,0,,2023.05.24
022-0170,"Свободна, передана",16402.54,1,2,465.0,2023.05.24
022-0526,Занята,18100.0,0,0,,2023.05.24
022-0527,Не передана,9850.0,34,23,,2023.05.24
022-0522,Не передана,13260.0,35,24,,2023.05.24
022-0355,Передана под снос (для объектов сноса),,1,2,6.0,2023.05.24
022-0525,Не передана,9900.0,0,0,,2023.05.24
022-0523,,27225.0,0,0,,2023.05.24
023-0093,Не передана,17000.0,0,0,,2023.05.24
023-0089,Не передана,7500.0,0,0,,2023.05.24
022-0524,Занята,6800.0,0,0,,2023.05.24
022-0528,Занята,12225.0,0,0,,2023.05.24
022-0354,Занята,20271.0,17,13,,2023.05.24
022-0176,Не передана,17000.0,4,0,,2023.05.24
020-0720,"Свободна, передана",20164.69,9,6,280.0,2023.05.24
019-0429,"Свободна, передана",11410.0,11,7,107.0,2023.05.24
020-0155,"Свободна, не передана",16484.0,8,5,55.0,2023.05.24
019-0428,"Свободна, передана",9067.1,12,4,61.0,2023.05.24
019-0431,"Свободна, передана",19433.4,22,16,316.0,2023.05.24
019-0430,"Свободна, не передана",16094.4,23,15,,2023.05.24
020-0710,"Свободна, передана",8067.83,8,5,163.0,2023.05.24
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.05.24
019-0675,"Свободна, передана",8844.0,33,22,138.0,2023.05.24
020-0709,"Свободна, не передана",6848.84,27,1,17.0,2023.05.24
020-0683,"Свободна, не передана",7515.86,27,1,40.0,2023.05.24
